time,period,ips,ops,eps,capacity,actions,ipa,opa,epa,mininal
11:45,16,14,11,1,2,(0 1 1;1 0 1),0,1,1,"$1.432,26"
11:45,16,14,12,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.475,91"
11:45,16,14,12,1,2,(0 1 1;1 0 1),0,1,1,"$1.503,19"
11:45,16,14,13,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.546,84"
11:45,16,14,13,1,2,(0 1 1;1 0 1),0,1,1,"$1.576,85"
11:45,16,14,14,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.620,50"
11:45,16,14,14,1,2,(0 1 1;1 0 1),0,1,1,"$1.650,51"
11:45,16,15,0,0,2,(2 0 0),2,0,0,"$761,15"
11:45,16,15,0,1,2,(1 0 1),1,0,1,"$777,51"
11:45,16,15,1,0,2,(1 1 0;2 0 0),1,1,0,"$821,16"
11:45,16,15,1,1,2,(0 1 1;1 0 1),0,1,1,"$837,53"
11:45,16,15,2,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$881,18"
11:45,16,15,2,1,2,(0 1 1;1 0 1),0,1,1,"$900,28"
11:45,16,15,3,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$943,93"
11:45,16,15,3,1,2,(0 1 1;1 0 1),0,1,1,"$963,03"
11:45,16,15,4,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.006,68"
11:45,16,15,4,1,2,(0 1 1;1 0 1),0,1,1,"$1.025,77"
11:45,16,15,5,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.069,42"
11:45,16,15,5,1,2,(0 1 1;1 0 1),0,1,1,"$1.091,25"
11:45,16,15,6,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.134,90"
11:45,16,15,6,1,2,(0 1 1;1 0 1),0,1,1,"$1.156,72"
11:45,16,15,7,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.200,37"
11:45,16,15,7,1,2,(0 1 1;1 0 1),0,1,1,"$1.224,93"
11:45,16,15,8,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.268,58"
11:45,16,15,8,1,2,(0 1 1;1 0 1),0,1,1,"$1.293,13"
11:45,16,15,9,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.336,78"
11:45,16,15,9,1,2,(0 1 1;1 0 1),0,1,1,"$1.361,33"
11:45,16,15,10,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.404,98"
11:45,16,15,10,1,2,(0 1 1;1 0 1),0,1,1,"$1.432,26"
11:45,16,15,11,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.475,91"
11:45,16,15,11,1,2,(0 1 1;1 0 1),0,1,1,"$1.503,19"
11:45,16,15,12,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.546,84"
11:45,16,15,12,1,2,(0 1 1;1 0 1),0,1,1,"$1.576,85"
11:45,16,15,13,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.620,50"
11:45,16,15,13,1,2,(0 1 1;1 0 1),0,1,1,"$1.650,51"
11:45,16,16,0,0,2,(2 0 0),2,0,0,"$821,16"
11:45,16,16,0,1,2,(1 0 1),1,0,1,"$837,53"
11:45,16,16,1,0,2,(1 1 0;2 0 0),1,1,0,"$881,18"
11:45,16,16,1,1,2,(0 1 1;1 0 1),0,1,1,"$900,28"
11:45,16,16,2,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$943,93"
11:45,16,16,2,1,2,(0 1 1;1 0 1),0,1,1,"$963,03"
11:45,16,16,3,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.006,68"
11:45,16,16,3,1,2,(0 1 1;1 0 1),0,1,1,"$1.025,77"
11:45,16,16,4,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.069,42"
11:45,16,16,4,1,2,(0 1 1;1 0 1),0,1,1,"$1.091,25"
11:45,16,16,5,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.134,90"
11:45,16,16,5,1,2,(0 1 1;1 0 1),0,1,1,"$1.156,72"
11:45,16,16,6,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.200,37"
11:45,16,16,6,1,2,(0 1 1;1 0 1),0,1,1,"$1.224,93"
11:45,16,16,7,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.268,58"
11:45,16,16,7,1,2,(0 1 1;1 0 1),0,1,1,"$1.293,13"
11:45,16,16,8,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.336,78"
11:45,16,16,8,1,2,(0 1 1;1 0 1),0,1,1,"$1.361,33"
11:45,16,16,9,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.404,98"
11:45,16,16,9,1,2,(0 1 1;1 0 1),0,1,1,"$1.432,26"
11:45,16,16,10,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.475,91"
11:45,16,16,10,1,2,(0 1 1;1 0 1),0,1,1,"$1.503,19"
11:45,16,16,11,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.546,84"
11:45,16,16,11,1,2,(0 1 1;1 0 1),0,1,1,"$1.576,85"
11:45,16,16,12,0,2,(0 2 0;1 1 0;2 0 0),0,2,0,"$1.620,50"
11:45,16,16,12,1,2,(0 1 1;1 0 1),0,1,1,"$1.650,51"
12:00,17,0,0,0,3,(0 0 0),0,0,0,"$0,00"
12:00,17,0,0,1,3,(0 0 1),0,0,1,"$0,00"
12:00,17,0,1,0,3,(0 1 0),0,1,0,"$46,38"
12:00,17,0,1,1,3,(0 1 1),0,1,1,"$46,38"
12:00,17,0,2,0,3,(0 2 0),0,2,0,"$92,76"
12:00,17,0,2,1,3,(0 2 1),0,2,1,"$92,76"
12:00,17,0,3,0,3,(0 3 0),0,3,0,"$139,13"
12:00,17,0,3,1,3,(0 2 1),0,2,1,"$141,86"
12:00,17,0,4,0,3,(0 3 0),0,3,0,"$188,24"
12:00,17,0,4,1,3,(0 2 1),0,2,1,"$190,97"
12:00,17,0,5,0,3,(0 3 0),0,3,0,"$237,35"
12:00,17,0,5,1,3,(0 2 1),0,2,1,"$242,80"
12:00,17,0,6,0,3,(0 3 0),0,3,0,"$289,18"
12:00,17,0,6,1,3,(0 2 1),0,2,1,"$294,64"
12:00,17,0,7,0,3,(0 3 0),0,3,0,"$341,01"
12:00,17,0,7,1,3,(0 2 1),0,2,1,"$346,47"
12:00,17,0,8,0,3,(0 3 0),0,3,0,"$392,85"
12:00,17,0,8,1,3,(0 2 1),0,2,1,"$401,03"
12:00,17,0,9,0,3,(0 3 0),0,3,0,"$447,41"
12:00,17,0,9,1,3,(0 2 1),0,2,1,"$455,60"
12:00,17,0,10,0,3,(0 3 0),0,3,0,"$501,97"
12:00,17,0,10,1,3,(0 2 1),0,2,1,"$512,89"
12:00,17,0,11,0,3,(0 3 0),0,3,0,"$559,26"
12:00,17,0,11,1,3,(0 2 1),0,2,1,"$570,18"
12:00,17,0,12,0,3,(0 3 0),0,3,0,"$616,55"
12:00,17,0,12,1,3,(0 2 1),0,2,1,"$627,47"
12:00,17,0,13,0,3,(0 3 0),0,3,0,"$673,85"
12:00,17,0,13,1,3,(0 2 1),0,2,1,"$687,49"
12:00,17,0,14,0,3,(0 3 0),0,3,0,"$733,86"
12:00,17,0,14,1,3,(0 2 1),0,2,1,"$747,50"
12:00,17,0,15,0,3,(0 3 0),0,3,0,"$793,88"
12:00,17,0,15,1,3,(0 2 1),0,2,1,"$810,25"
12:00,17,0,16,0,3,(0 3 0),0,3,0,"$856,63"
12:00,17,0,16,1,3,(0 2 1),0,2,1,"$873,00"
12:00,17,0,17,0,3,(0 3 0),0,3,0,"$919,38"
12:00,17,0,17,1,3,(0 2 1),0,2,1,"$935,74"
12:00,17,0,18,0,3,(0 3 0),0,3,0,"$982,12"
12:00,17,0,18,1,3,(0 2 1),0,2,1,"$1.001,22"
12:00,17,0,19,0,3,(0 3 0),0,3,0,"$1.047,60"
12:00,17,0,19,1,3,(0 2 1),0,2,1,"$1.066,69"
12:00,17,0,20,0,3,(0 3 0),0,3,0,"$1.113,07"
12:00,17,0,20,1,3,(0 2 1),0,2,1,"$1.134,90"
12:00,17,0,21,0,3,(0 3 0),0,3,0,"$1.181,28"
12:00,17,0,21,1,3,(0 2 1),0,2,1,"$1.203,10"
12:00,17,0,22,0,3,(0 3 0),0,3,0,"$1.249,48"
12:00,17,0,22,1,3,(0 2 1),0,2,1,"$1.271,30"
12:00,17,0,23,0,3,(0 3 0),0,3,0,"$1.317,68"
12:00,17,0,23,1,3,(0 2 1),0,2,1,"$1.342,23"
12:00,17,0,24,0,3,(0 3 0),0,3,0,"$1.388,61"
12:00,17,0,24,1,3,(0 2 1),0,2,1,"$1.413,17"
12:00,17,0,25,0,3,(0 3 0),0,3,0,"$1.459,54"
12:00,17,0,25,1,3,(0 2 1),0,2,1,"$1.486,82"
12:00,17,0,26,0,3,(0 3 0),0,3,0,"$1.533,20"
12:00,17,0,26,1,3,(0 2 1),0,2,1,"$1.560,48"
12:00,17,0,27,0,3,(0 3 0),0,3,0,"$1.606,86"
12:00,17,0,27,1,3,(0 2 1),0,2,1,"$1.634,14"
12:00,17,0,28,0,3,(0 3 0),0,3,0,"$1.680,52"
12:00,17,0,28,1,3,(0 2 1),0,2,1,"$1.710,53"
12:00,17,0,29,0,3,(0 3 0),0,3,0,"$1.756,91"
12:00,17,0,29,1,3,(0 2 1),0,2,1,"$1.786,92"
12:00,17,0,30,0,3,(0 3 0),0,3,0,"$1.833,30"
12:00,17,0,30,1,3,(0 2 1),0,2,1,"$1.866,03"
12:00,17,1,0,0,3,(1 0 0),1,0,0,"$46,38"
12:00,17,1,0,1,3,(1 0 1),1,0,1,"$46,38"
12:00,17,1,1,0,3,(1 1 0),1,1,0,"$92,76"
12:00,17,1,1,1,3,(1 1 1),1,1,1,"$92,76"
12:00,17,1,2,0,3,(1 2 0),1,2,0,"$139,13"
12:00,17,1,2,1,3,(0 2 1;1 1 1),0,2,1,"$141,86"
12:00,17,1,3,0,3,(0 3 0;1 2 0),0,3,0,"$188,24"
12:00,17,1,3,1,3,(0 2 1;1 1 1),0,2,1,"$190,97"
12:00,17,1,4,0,3,(0 3 0;1 2 0),0,3,0,"$237,35"
12:00,17,1,4,1,3,(0 2 1;1 1 1),0,2,1,"$242,80"
12:00,17,1,5,0,3,(0 3 0;1 2 0),0,3,0,"$289,18"
12:00,17,1,5,1,3,(0 2 1;1 1 1),0,2,1,"$294,64"
12:00,17,1,6,0,3,(0 3 0;1 2 0),0,3,0,"$341,01"
12:00,17,1,6,1,3,(0 2 1;1 1 1),0,2,1,"$346,47"
12:00,17,1,7,0,3,(0 3 0;1 2 0),0,3,0,"$392,85"
12:00,17,1,7,1,3,(0 2 1;1 1 1),0,2,1,"$401,03"
12:00,17,1,8,0,3,(0 3 0;1 2 0),0,3,0,"$447,41"
12:00,17,1,8,1,3,(0 2 1;1 1 1),0,2,1,"$455,60"
12:00,17,1,9,0,3,(0 3 0;1 2 0),0,3,0,"$501,97"
12:00,17,1,9,1,3,(0 2 1;1 1 1),0,2,1,"$512,89"
12:00,17,1,10,0,3,(0 3 0;1 2 0),0,3,0,"$559,26"
12:00,17,1,10,1,3,(0 2 1;1 1 1),0,2,1,"$570,18"
12:00,17,1,11,0,3,(0 3 0;1 2 0),0,3,0,"$616,55"
12:00,17,1,11,1,3,(0 2 1;1 1 1),0,2,1,"$627,47"
12:00,17,1,12,0,3,(0 3 0;1 2 0),0,3,0,"$673,85"
12:00,17,1,12,1,3,(0 2 1;1 1 1),0,2,1,"$687,49"
12:00,17,1,13,0,3,(0 3 0;1 2 0),0,3,0,"$733,86"
12:00,17,1,13,1,3,(0 2 1;1 1 1),0,2,1,"$747,50"
12:00,17,1,14,0,3,(0 3 0;1 2 0),0,3,0,"$793,88"
12:00,17,1,14,1,3,(0 2 1;1 1 1),0,2,1,"$810,25"
12:00,17,1,15,0,3,(0 3 0;1 2 0),0,3,0,"$856,63"
12:00,17,1,15,1,3,(0 2 1;1 1 1),0,2,1,"$873,00"
12:00,17,1,16,0,3,(0 3 0;1 2 0),0,3,0,"$919,38"
12:00,17,1,16,1,3,(0 2 1;1 1 1),0,2,1,"$935,74"
12:00,17,1,17,0,3,(0 3 0;1 2 0),0,3,0,"$982,12"
12:00,17,1,17,1,3,(0 2 1;1 1 1),0,2,1,"$1.001,22"
12:00,17,1,18,0,3,(0 3 0;1 2 0),0,3,0,"$1.047,60"
12:00,17,1,18,1,3,(0 2 1;1 1 1),0,2,1,"$1.066,69"
12:00,17,1,19,0,3,(0 3 0;1 2 0),0,3,0,"$1.113,07"
12:00,17,1,19,1,3,(0 2 1;1 1 1),0,2,1,"$1.134,90"
12:00,17,1,20,0,3,(0 3 0;1 2 0),0,3,0,"$1.181,28"
12:00,17,1,20,1,3,(0 2 1;1 1 1),0,2,1,"$1.203,10"
12:00,17,1,21,0,3,(0 3 0;1 2 0),0,3,0,"$1.249,48"
12:00,17,1,21,1,3,(0 2 1;1 1 1),0,2,1,"$1.271,30"
12:00,17,1,22,0,3,(0 3 0;1 2 0),0,3,0,"$1.317,68"
12:00,17,1,22,1,3,(0 2 1;1 1 1),0,2,1,"$1.342,23"
12:00,17,1,23,0,3,(0 3 0;1 2 0),0,3,0,"$1.388,61"
12:00,17,1,23,1,3,(0 2 1;1 1 1),0,2,1,"$1.413,17"
12:00,17,1,24,0,3,(0 3 0;1 2 0),0,3,0,"$1.459,54"
12:00,17,1,24,1,3,(0 2 1;1 1 1),0,2,1,"$1.486,82"
12:00,17,1,25,0,3,(0 3 0;1 2 0),0,3,0,"$1.533,20"
12:00,17,1,25,1,3,(0 2 1;1 1 1),0,2,1,"$1.560,48"
12:00,17,1,26,0,3,(0 3 0;1 2 0),0,3,0,"$1.606,86"
12:00,17,1,26,1,3,(0 2 1;1 1 1),0,2,1,"$1.634,14"
12:00,17,1,27,0,3,(0 3 0;1 2 0),0,3,0,"$1.680,52"
12:00,17,1,27,1,3,(0 2 1;1 1 1),0,2,1,"$1.710,53"
12:00,17,1,28,0,3,(0 3 0;1 2 0),0,3,0,"$1.756,91"
12:00,17,1,28,1,3,(0 2 1;1 1 1),0,2,1,"$1.786,92"
12:00,17,1,29,0,3,(0 3 0;1 2 0),0,3,0,"$1.833,30"
12:00,17,1,29,1,3,(0 2 1;1 1 1),0,2,1,"$1.866,03"
12:00,17,2,0,0,3,(2 0 0),2,0,0,"$92,76"
12:00,17,2,0,1,3,(2 0 1),2,0,1,"$92,76"
12:00,17,2,1,0,3,(2 1 0),2,1,0,"$139,13"
12:00,17,2,1,1,3,(1 1 1;2 0 1),1,1,1,"$141,86"
12:00,17,2,2,0,3,(1 2 0;2 1 0),1,2,0,"$188,24"
12:00,17,2,2,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$190,97"
12:00,17,2,3,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$237,35"
12:00,17,2,3,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$242,80"
12:00,17,2,4,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$289,18"
12:00,17,2,4,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$294,64"
12:00,17,2,5,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$341,01"
12:00,17,2,5,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$346,47"
12:00,17,2,6,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$392,85"
12:00,17,2,6,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$401,03"
12:00,17,2,7,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$447,41"
12:00,17,2,7,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$455,60"
12:00,17,2,8,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$501,97"
12:00,17,2,8,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$512,89"
12:00,17,2,9,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$559,26"
12:00,17,2,9,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$570,18"
12:00,17,2,10,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$616,55"
12:00,17,2,10,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$627,47"
12:00,17,2,11,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$673,85"
12:00,17,2,11,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$687,49"
12:00,17,2,12,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$733,86"
12:00,17,2,12,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$747,50"
12:00,17,2,13,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$793,88"
12:00,17,2,13,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$810,25"
12:00,17,2,14,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$856,63"
12:00,17,2,14,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$873,00"
12:00,17,2,15,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$919,38"
12:00,17,2,15,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$935,74"
12:00,17,2,16,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$982,12"
12:00,17,2,16,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.001,22"
12:00,17,2,17,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.047,60"
12:00,17,2,17,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.066,69"
12:00,17,2,18,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.113,07"
12:00,17,2,18,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.134,90"
12:00,17,2,19,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.181,28"
12:00,17,2,19,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.203,10"
12:00,17,2,20,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.249,48"
12:00,17,2,20,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.271,30"
12:00,17,2,21,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.317,68"
12:00,17,2,21,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.342,23"
12:00,17,2,22,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.388,61"
12:00,17,2,22,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.413,17"
12:00,17,2,23,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.459,54"
12:00,17,2,23,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.486,82"
12:00,17,2,24,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.533,20"
12:00,17,2,24,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.560,48"
12:00,17,2,25,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.606,86"
12:00,17,2,25,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.634,14"
12:00,17,2,26,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.680,52"
12:00,17,2,26,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.710,53"
12:00,17,2,27,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.756,91"
12:00,17,2,27,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.786,92"
12:00,17,2,28,0,3,(0 3 0;1 2 0;2 1 0),0,3,0,"$1.833,30"
12:00,17,2,28,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.866,03"
12:00,17,3,0,0,3,(3 0 0),3,0,0,"$139,13"
12:00,17,3,0,1,3,(2 0 1),2,0,1,"$141,86"
12:00,17,3,1,0,3,(2 1 0;3 0 0),3,0,0,"$188,24"
12:00,17,3,1,1,3,(1 1 1;2 0 1),1,1,1,"$190,97"
12:00,17,3,2,0,3,(1 2 0;2 1 0;3 0 0),3,0,0,"$237,35"
12:00,17,3,2,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$242,80"
12:00,17,3,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$289,18"
12:00,17,3,3,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$294,64"
12:00,17,3,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$341,01"
12:00,17,3,4,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$346,47"
12:00,17,3,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$392,85"
12:00,17,3,5,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$401,03"
12:00,17,3,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$447,41"
12:00,17,3,6,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$455,60"
12:00,17,3,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$501,97"
12:00,17,3,7,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$512,89"
12:00,17,3,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$559,26"
12:00,17,3,8,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$570,18"
12:00,17,3,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$616,55"
12:00,17,3,9,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$627,47"
12:00,17,3,10,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$673,85"
12:00,17,3,10,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$687,49"
12:00,17,3,11,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$733,86"
12:00,17,3,11,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$747,50"
12:00,17,3,12,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$793,88"
12:00,17,3,12,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$810,25"
12:00,17,3,13,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$856,63"
12:00,17,3,13,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$873,00"
12:00,17,3,14,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$919,38"
12:00,17,3,14,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$935,74"
12:00,17,3,15,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$982,12"
12:00,17,3,15,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.001,22"
12:00,17,3,16,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.047,60"
12:00,17,3,16,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.066,69"
12:00,17,3,17,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.113,07"
12:00,17,3,17,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.134,90"
12:00,17,3,18,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.181,28"
12:00,17,3,18,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.203,10"
12:00,17,3,19,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.249,48"
12:00,17,3,19,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.271,30"
12:00,17,3,20,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.317,68"
12:00,17,3,20,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.342,23"
12:00,17,3,21,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.388,61"
12:00,17,3,21,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.413,17"
12:00,17,3,22,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.459,54"
12:00,17,3,22,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.486,82"
12:00,17,3,23,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.533,20"
12:00,17,3,23,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.560,48"
12:00,17,3,24,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.606,86"
12:00,17,3,24,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.634,14"
12:00,17,3,25,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.680,52"
12:00,17,3,25,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.710,53"
12:00,17,3,26,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.756,91"
12:00,17,3,26,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.786,92"
12:00,17,3,27,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$1.833,30"
12:00,17,3,27,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$1.866,03"
12:00,17,4,0,0,3,(3 0 0),3,0,0,"$188,24"
12:00,17,4,0,1,3,(2 0 1),2,0,1,"$190,97"
12:00,17,4,1,0,3,(2 1 0;3 0 0),3,0,0,"$237,35"
12:00,17,4,1,1,3,(1 1 1;2 0 1),1,1,1,"$242,80"
12:00,17,4,2,0,3,(1 2 0;2 1 0;3 0 0),1,2,0,"$289,18"
12:00,17,4,2,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$294,64"
12:00,17,4,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$341,01"
12:00,17,4,3,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$346,47"
12:00,17,4,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$392,85"
12:00,17,4,4,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$401,03"
12:00,17,4,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$447,41"
12:00,17,4,5,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$455,60"
12:00,17,4,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$501,97"
12:00,17,4,6,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$512,89"
12:00,17,4,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$559,26"
12:00,17,4,7,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$570,18"
12:00,17,4,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$616,55"
12:00,17,4,8,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$627,47"
12:00,17,4,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$673,85"
12:00,17,4,9,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$687,49"
12:00,17,4,10,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$733,86"
12:00,17,4,10,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$747,50"
12:00,17,4,11,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$793,88"
12:00,17,4,11,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$810,25"
12:00,17,4,12,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$856,63"
12:00,17,4,12,1,3,(0 2 1;1 1 1;2 0 1),0,2,1,"$873,00"
12:00,17,4,13,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),0,3,0,"$919,38"
