time,period,ips,ops,eps,capacity,actions,ipa,opa,epa,mininal
16:00,33,24,0,0,3,(3 0 0),3,0,0,"$1.954,76"
16:00,33,24,0,1,3,(2 0 1),2,0,1,"$1.889,76"
16:00,33,24,1,0,3,(2 1 0;3 0 0),3,0,0,"$1.967,27"
16:00,33,24,1,1,3,(1 1 1;2 0 1),2,0,1,"$1.902,27"
16:00,33,24,2,0,3,(1 2 0;2 1 0;3 0 0),3,0,0,"$1.979,79"
16:00,33,24,2,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.914,79"
16:00,33,24,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$1.992,30"
16:00,33,24,3,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.927,30"
16:00,33,24,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.004,81"
16:00,33,24,4,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.939,81"
16:00,33,24,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.017,33"
16:00,33,24,5,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.952,33"
16:00,33,24,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.029,84"
16:00,33,24,6,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.964,84"
16:00,33,24,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.042,36"
16:00,33,24,7,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.977,36"
16:00,33,24,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.054,87"
16:00,33,24,8,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.989,87"
16:00,33,24,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.067,38"
16:00,33,24,9,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.002,38"
16:00,33,24,10,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.079,90"
16:00,33,24,10,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.014,90"
16:00,33,24,11,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.092,41"
16:00,33,24,11,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.027,41"
16:00,33,24,12,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.104,93"
16:00,33,24,12,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.039,93"
16:00,33,24,13,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.117,44"
16:00,33,24,13,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.052,44"
16:00,33,24,14,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.129,95"
16:00,33,24,14,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.064,95"
16:00,33,24,15,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.142,47"
16:00,33,24,15,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.077,47"
16:00,33,24,16,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.154,98"
16:00,33,24,16,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.089,98"
16:00,33,24,17,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.167,50"
16:00,33,24,17,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.102,50"
16:00,33,24,18,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.180,01"
16:00,33,24,18,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.115,01"
16:00,33,24,19,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.192,52"
16:00,33,24,19,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.127,52"
16:00,33,24,20,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.205,04"
16:00,33,24,20,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.140,04"
16:00,33,24,21,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.217,55"
16:00,33,24,21,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.152,55"
16:00,33,24,22,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.230,07"
16:00,33,24,22,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.165,07"
16:00,33,24,23,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.242,58"
16:00,33,24,23,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.177,58"
16:00,33,24,24,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.255,09"
16:00,33,24,24,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.190,09"
16:00,33,24,25,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.267,61"
16:00,33,24,25,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.202,61"
16:00,33,24,26,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.280,12"
16:00,33,24,26,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.215,12"
16:00,33,24,27,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.292,64"
16:00,33,24,27,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.227,64"
16:00,33,24,28,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.305,15"
16:00,33,24,28,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.240,15"
16:00,33,24,29,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.317,66"
16:00,33,24,29,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.252,66"
16:00,33,24,30,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.330,18"
16:00,33,24,30,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.265,18"
16:00,33,24,31,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.342,69"
16:00,33,24,31,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.277,69"
16:00,33,24,32,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.355,20"
16:00,33,24,32,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.290,20"
16:00,33,24,33,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.367,72"
16:00,33,24,33,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.302,72"
16:00,33,25,0,0,3,(3 0 0),3,0,0,"$1.979,79"
16:00,33,25,0,1,3,(2 0 1),2,0,1,"$1.914,79"
16:00,33,25,1,0,3,(2 1 0;3 0 0),3,0,0,"$1.992,30"
16:00,33,25,1,1,3,(1 1 1;2 0 1),2,0,1,"$1.927,30"
16:00,33,25,2,0,3,(1 2 0;2 1 0;3 0 0),3,0,0,"$2.004,81"
16:00,33,25,2,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.939,81"
16:00,33,25,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.017,33"
16:00,33,25,3,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.952,33"
16:00,33,25,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.029,84"
16:00,33,25,4,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.964,84"
16:00,33,25,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.042,36"
16:00,33,25,5,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.977,36"
16:00,33,25,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.054,87"
16:00,33,25,6,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.989,87"
16:00,33,25,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.067,38"
16:00,33,25,7,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.002,38"
16:00,33,25,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.079,90"
16:00,33,25,8,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.014,90"
16:00,33,25,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.092,41"
16:00,33,25,9,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.027,41"
16:00,33,25,10,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.104,93"
16:00,33,25,10,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.039,93"
16:00,33,25,11,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.117,44"
16:00,33,25,11,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.052,44"
16:00,33,25,12,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.129,95"
16:00,33,25,12,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.064,95"
16:00,33,25,13,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.142,47"
16:00,33,25,13,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.077,47"
16:00,33,25,14,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.154,98"
16:00,33,25,14,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.089,98"
16:00,33,25,15,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.167,50"
16:00,33,25,15,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.102,50"
16:00,33,25,16,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.180,01"
16:00,33,25,16,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.115,01"
16:00,33,25,17,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.192,52"
16:00,33,25,17,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.127,52"
16:00,33,25,18,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.205,04"
16:00,33,25,18,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.140,04"
16:00,33,25,19,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.217,55"
16:00,33,25,19,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.152,55"
16:00,33,25,20,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.230,07"
16:00,33,25,20,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.165,07"
16:00,33,25,21,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.242,58"
16:00,33,25,21,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.177,58"
16:00,33,25,22,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.255,09"
16:00,33,25,22,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.190,09"
16:00,33,25,23,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.267,61"
16:00,33,25,23,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.202,61"
16:00,33,25,24,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.280,12"
16:00,33,25,24,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.215,12"
16:00,33,25,25,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.292,64"
16:00,33,25,25,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.227,64"
16:00,33,25,26,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.305,15"
16:00,33,25,26,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.240,15"
16:00,33,25,27,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.317,66"
16:00,33,25,27,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.252,66"
16:00,33,25,28,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.330,18"
16:00,33,25,28,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.265,18"
16:00,33,25,29,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.342,69"
16:00,33,25,29,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.277,69"
16:00,33,25,30,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.355,20"
16:00,33,25,30,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.290,20"
16:00,33,25,31,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.367,72"
16:00,33,25,31,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.302,72"
16:00,33,25,32,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.380,23"
16:00,33,25,32,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.315,23"
16:00,33,26,0,0,3,(3 0 0),3,0,0,"$2.004,81"
16:00,33,26,0,1,3,(2 0 1),2,0,1,"$1.939,81"
16:00,33,26,1,0,3,(2 1 0;3 0 0),3,0,0,"$2.017,33"
16:00,33,26,1,1,3,(1 1 1;2 0 1),2,0,1,"$1.952,33"
16:00,33,26,2,0,3,(1 2 0;2 1 0;3 0 0),3,0,0,"$2.029,84"
16:00,33,26,2,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.964,84"
16:00,33,26,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.042,36"
16:00,33,26,3,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.977,36"
16:00,33,26,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.054,87"
16:00,33,26,4,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.989,87"
16:00,33,26,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.067,38"
16:00,33,26,5,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.002,38"
16:00,33,26,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.079,90"
16:00,33,26,6,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.014,90"
16:00,33,26,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.092,41"
16:00,33,26,7,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.027,41"
16:00,33,26,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.104,93"
16:00,33,26,8,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.039,93"
16:00,33,26,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.117,44"
16:00,33,26,9,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.052,44"
16:00,33,26,10,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.129,95"
16:00,33,26,10,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.064,95"
16:00,33,26,11,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.142,47"
16:00,33,26,11,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.077,47"
16:00,33,26,12,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.154,98"
16:00,33,26,12,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.089,98"
16:00,33,26,13,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.167,50"
16:00,33,26,13,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.102,50"
16:00,33,26,14,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.180,01"
16:00,33,26,14,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.115,01"
16:00,33,26,15,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.192,52"
16:00,33,26,15,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.127,52"
16:00,33,26,16,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.205,04"
16:00,33,26,16,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.140,04"
16:00,33,26,17,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.217,55"
16:00,33,26,17,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.152,55"
16:00,33,26,18,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.230,07"
16:00,33,26,18,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.165,07"
16:00,33,26,19,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.242,58"
16:00,33,26,19,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.177,58"
16:00,33,26,20,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.255,09"
16:00,33,26,20,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.190,09"
16:00,33,26,21,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.267,61"
16:00,33,26,21,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.202,61"
16:00,33,26,22,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.280,12"
16:00,33,26,22,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.215,12"
16:00,33,26,23,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.292,64"
16:00,33,26,23,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.227,64"
16:00,33,26,24,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.305,15"
16:00,33,26,24,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.240,15"
16:00,33,26,25,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.317,66"
16:00,33,26,25,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.252,66"
16:00,33,26,26,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.330,18"
16:00,33,26,26,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.265,18"
16:00,33,26,27,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.342,69"
16:00,33,26,27,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.277,69"
16:00,33,26,28,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.355,20"
16:00,33,26,28,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.290,20"
16:00,33,26,29,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.367,72"
16:00,33,26,29,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.302,72"
16:00,33,26,30,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.380,23"
16:00,33,26,30,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.315,23"
16:00,33,26,31,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.392,75"
16:00,33,26,31,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.327,75"
16:00,33,27,0,0,3,(3 0 0),3,0,0,"$2.029,84"
16:00,33,27,0,1,3,(2 0 1),2,0,1,"$1.964,84"
16:00,33,27,1,0,3,(2 1 0;3 0 0),3,0,0,"$2.042,36"
16:00,33,27,1,1,3,(1 1 1;2 0 1),2,0,1,"$1.977,36"
16:00,33,27,2,0,3,(1 2 0;2 1 0;3 0 0),3,0,0,"$2.054,87"
16:00,33,27,2,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$1.989,87"
16:00,33,27,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.067,38"
16:00,33,27,3,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.002,38"
16:00,33,27,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.079,90"
16:00,33,27,4,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.014,90"
16:00,33,27,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.092,41"
16:00,33,27,5,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.027,41"
16:00,33,27,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.104,93"
16:00,33,27,6,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.039,93"
16:00,33,27,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.117,44"
16:00,33,27,7,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.052,44"
16:00,33,27,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.129,95"
16:00,33,27,8,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.064,95"
16:00,33,27,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.142,47"
16:00,33,27,9,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.077,47"
16:00,33,27,10,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.154,98"
16:00,33,27,10,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.089,98"
16:00,33,27,11,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.167,50"
16:00,33,27,11,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.102,50"
16:00,33,27,12,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.180,01"
16:00,33,27,12,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.115,01"
16:00,33,27,13,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.192,52"
16:00,33,27,13,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.127,52"
16:00,33,27,14,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.205,04"
16:00,33,27,14,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.140,04"
16:00,33,27,15,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.217,55"
16:00,33,27,15,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.152,55"
16:00,33,27,16,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.230,07"
16:00,33,27,16,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.165,07"
16:00,33,27,17,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.242,58"
16:00,33,27,17,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.177,58"
16:00,33,27,18,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.255,09"
16:00,33,27,18,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.190,09"
16:00,33,27,19,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.267,61"
16:00,33,27,19,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.202,61"
16:00,33,27,20,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.280,12"
16:00,33,27,20,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.215,12"
16:00,33,27,21,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.292,64"
16:00,33,27,21,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.227,64"
16:00,33,27,22,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.305,15"
16:00,33,27,22,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.240,15"
16:00,33,27,23,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.317,66"
16:00,33,27,23,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.252,66"
16:00,33,27,24,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.330,18"
16:00,33,27,24,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.265,18"
16:00,33,27,25,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.342,69"
16:00,33,27,25,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.277,69"
16:00,33,27,26,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.355,20"
16:00,33,27,26,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.290,20"
16:00,33,27,27,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.367,72"
16:00,33,27,27,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.302,72"
16:00,33,27,28,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.380,23"
16:00,33,27,28,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.315,23"
16:00,33,27,29,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.392,75"
16:00,33,27,29,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.327,75"
16:00,33,27,30,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.405,26"
16:00,33,27,30,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.340,26"
16:00,33,28,0,0,3,(3 0 0),3,0,0,"$2.054,87"
16:00,33,28,0,1,3,(2 0 1),2,0,1,"$1.989,87"
16:00,33,28,1,0,3,(2 1 0;3 0 0),3,0,0,"$2.067,38"
16:00,33,28,1,1,3,(1 1 1;2 0 1),2,0,1,"$2.002,38"
16:00,33,28,2,0,3,(1 2 0;2 1 0;3 0 0),3,0,0,"$2.079,90"
16:00,33,28,2,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.014,90"
16:00,33,28,3,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.092,41"
16:00,33,28,3,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.027,41"
16:00,33,28,4,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.104,93"
16:00,33,28,4,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.039,93"
16:00,33,28,5,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.117,44"
16:00,33,28,5,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.052,44"
16:00,33,28,6,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.129,95"
16:00,33,28,6,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.064,95"
16:00,33,28,7,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.142,47"
16:00,33,28,7,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.077,47"
16:00,33,28,8,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.154,98"
16:00,33,28,8,1,3,(0 2 1;1 1 1;2 0 1),2,0,1,"$2.089,98"
16:00,33,28,9,0,3,(0 3 0;1 2 0;2 1 0;3 0 0),3,0,0,"$2.167,50"
